"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"
"63786"	"K01w.00"	39	0	0	0	"congenital nephrotic syndrome"	"February 2009"
"63599"	"K00y.00"	71	0	0	0	"other acute glomerulonephritis"	"February 2009"
"56760"	"7L1B.00"	33	0	0	0	"placement ambulatory apparatus compensation renal failure"	"February 2009"
"97587"	"1Z1J.11"	107	0	3	0	"ckd stage 4 without proteinuria"	"September 2009"
"114344"	"7B01900"	1	0	0	0	"excision of rejected transplanted kidney"	"November 2019"
"97683"	"1Z1L.11"	40	0	0	0	"ckd stage 5 without proteinuria"	"September 2009"
"27427"	"K01z.00"	525	0	9	0	"nephrotic syndrome nos"	"February 2009"
"69266"	"TA22000"	8	0	0	0	"failure of sterile precautions during kidney dialysis"	"February 2009"
"108711"	"K000111"	6	0	0	0	"cgn - crescentic glomerulonephritis"	"October 2014"
"39598"	"SP15411"	85	0	3	0	"kidney failure as a complication of care"	"February 2009"
"22252"	"ZV45100"	464	0	6	0	"[v]renal dialysis status"	"February 2009"
"105787"	"7B00600"	7	0	0	0	"xenograft renal transplant"	"February 2013"
"105723"	"K000100"	111	0	0	0	"crescentic glomerulonephritis"	"January 2013"
"105724"	"SP08N00"	21	0	0	0	"unexplained episode of renal transplant dysfunction"	"January 2013"
"41285"	"K0A1200"	5	0	0	0	"rapid progres neph syn diffuse membranous glomerulonephritis"	"February 2009"
"99644"	"K012.00"	4	0	0	0	"nephrotic syndrome+membranoproliferative glomerulonephritis"	"June 2010"
"19316"	"K016.00"	198	0	6	0	"nephrotic syndrome, diffuse membranous glomerulonephritis"	"February 2009"
"47342"	"Q48y000"	47	0	1	0	"congenital renal failure"	"February 2009"
"115019"	"TA02.00"	1	0	0	0	"accid cut,puncture,perf,h'ge - kidney dialysis/oth perfusion"	"July 2020"
"63038"	"ZV56z00"	2	0	0	0	"[v]unspecified aftercare involving intermittent dialysis"	"February 2009"
"46626"	"9hE..00"	1282	0	5	0	"exception reporting: chronic kidney disease quality indicato"	"February 2009"
"112109"	"L093z00"	1	0	0	0	"renal failure nos following abortive pregnancy"	"September 2017"
"94965"	"1Z15.00"	36560	0	53	1	"chronic kidney disease stage 3a"	"February 2009"
"109980"	"1Z1a.00"	233	0	4	0	"ckd with gfr category g4 & albuminuria category a1"	"August 2015"
"110626"	"1Z1c.00"	188	0	4	0	"ckd with gfr category g4 & albuminuria category a3"	"March 2016"
"109981"	"1Z1e.00"	22	0	1	0	"ckd with gfr category g5 & albuminuria category a2"	"August 2015"
"93366"	"7B0F.00"	15	0	0	0	"interventions associated with transplantation of kidney"	"February 2009"
"104049"	"7B0Fz00"	5	0	0	0	"interventions associated with transplantation of kidney nos"	"May 2012"
"46438"	"SP05613"	216	0	2	0	"[x] peritoneal dialysis associated peritonitis"	"February 2009"
"96095"	"7B0F200"	35	0	1	0	"pre-transplantation of kidney work-up, live donor"	"February 2009"
"111370"	"K01wz00"	3	0	0	0	"congenital nephrotic syndrome nos"	"October 2016"
"47838"	"K00yz00"	70	0	0	0	"other acute glomerulonephritis nos"	"February 2009"
"105009"	"68D1.11"	340	0	12	0	"chronic kidney disease screening"	"September 2012"
"68659"	"G23z.00"	10	0	0	0	"hypertensive heart and renal disease nos"	"February 2009"
"112493"	"K049.00"	11	0	0	0	"acute renal failure induced by radiographic contrast media"	"January 2018"
"88597"	"7L1A400"	37	0	0	0	"automated peritoneal dialysis"	"February 2009"
"9240"	"PD11z11"	730	0	51	0	"cystic kidney disease nec"	"February 2009"
"66503"	"K0A0200"	27	0	0	0	"acute nephritic syn, diffuse membranous glomerulonephritis"	"February 2009"
"24384"	"K032400"	128	0	13	0	"familial glomerulonephritis in alport's syndrome"	"February 2009"
"72458"	"L393000"	5	0	0	0	"post-delivery acute renal failure unspecified"	"February 2009"
"54312"	"K0A0500"	11	0	0	0	"acute neph syn, diffuse mesangiocapillary glomerulonephritis"	"February 2009"
"100693"	"Kyu1C00"	2	0	0	0	"[x]renal tubulo-interstitial disorders/transplant rejection"	"September 2010"
"17365"	"K01B.00"	69	0	0	0	"nephrotic syndrome, diffuse crescentic glomerulonephritis"	"February 2009"
"71174"	"K0A1.00"	3	0	0	0	"rapidly progressive nephritic syndrome"	"February 2009"
"56987"	"K01A.00"	16	0	0	0	"nephrotic syndrome, dense deposit disease"	"February 2009"
"101756"	"7L1A011"	6	0	0	0	"thomas intravascular shunt for dialysis"	"February 2011"
"108785"	"SP0F.00"	3	0	0	0	"haemodialysis first use syndrome"	"November 2014"
"104960"	"SP08E00"	32	0	0	0	"acute rejection of renal transplant - grade i"	"September 2012"
"5911"	"ZV42000"	3117	0	32	0	"[v]kidney transplanted"	"February 2009"
"72962"	"9Ot1.00"	37718	0	95	0	"chronic kidney disease monitoring second letter"	"February 2009"
"95408"	"1Z1D.00"	2984	0	23	0	"chronic kidney disease stage 3a with proteinuria"	"February 2009"
"95178"	"1Z1F.00"	2261	0	24	0	"chronic kidney disease stage 3b with proteinuria"	"February 2009"
"95122"	"1Z1H.00"	1973	0	71	0	"chronic kidney disease stage 4 with proteinuria"	"February 2009"
"110072"	"Z919200"	2	0	0	0	"washing back through haemodialysis lines"	"September 2015"
"69679"	"9Ot4.00"	5897	0	1	0	"chronic kidney disease monitoring telephone invite"	"February 2009"
"4503"	"PD11.00"	10430	0	704	5	"polycystic kidney disease"	"February 2009"
"61814"	"K0A0700"	28	0	0	0	"acute nephrotic syndrm diffuse crescentic glomerulonephritis"	"February 2009"
"94350"	"K032z00"	4	0	0	0	"nephritis unsp+membranoprolif glomerulonephritis lesion nos"	"February 2009"
"114579"	"G701000"	3	0	0	0	"atherosclerotic renal artery stenosis"	"December 2019"
"114456"	"7L1Bz00"	1	0	0	0	"placement ambulatory apparatus- compensate renal failure nos"	"December 2019"
"8511"	"P769000"	4550	0	83	0	"renal artery stenosis"	"February 2009"
"99160"	"1Z1K.11"	39	0	0	0	"ckd stage 5 with proteinuria"	"April 2010"
"114407"	"SP08C00"	5	0	0	0	"accelerated rejection of renal transplant"	"November 2019"
"96184"	"TA02000"	2	0	0	0	"accid cut,puncture,perf,h'ge - kidney dialysis"	"April 2009"
"114306"	"TA42011"	1	0	0	0	"mechanical failure of apparatus during renal dialysis"	"November 2019"
"100633"	"1Z1G.11"	93	0	0	0	"ckd stage 3b without proteinuria"	"September 2010"
"2773"	"K0...00"	1904	0	102	2	"nephritis, nephrosis and nephrotic syndrome"	"February 2009"
"109884"	"SP0H.00"	11	0	0	0	"disorder associated with dialysis"	"July 2015"
"60198"	"K0A3600"	9	0	0	0	"chronic nephritic syndrome, dense deposit disease"	"February 2009"
"58750"	"K01x300"	14	0	0	0	"nephrotic syndrome in polyarteritis nodosa"	"February 2009"
"11745"	"7B00100"	2522	0	146	0	"transplantation of kidney from live donor"	"February 2009"
"62520"	"K03W.00"	9	0	0	0	"unsp nephrit synd, diff endocap prolif glomerulonephritis"	"February 2009"
"2997"	"7B00.00"	9419	0	167	3	"transplantation of kidney"	"February 2009"
"52088"	"ZV56100"	47	0	0	0	"[v]preparatory care for dialysis"	"February 2009"
"15917"	"PD1..00"	1191	0	55	1	"congenital cystic kidney disease"	"February 2009"
"95406"	"1Z1J.00"	2164	0	55	0	"chronic kidney disease stage 4 without proteinuria"	"February 2009"
"95405"	"1Z1L.00"	213	0	4	0	"chronic kidney disease stage 5 without proteinuria"	"February 2009"
"50472"	"K018.00"	8	0	0	0	"nephrotic syn,difus endocapilary proliftv glomerulonephritis"	"February 2009"
"114083"	"SP08b00"	2	0	0	0	"de novo glomerulonephritis"	"August 2019"
"112411"	"661N200"	171	0	0	0	"chronic kidney disease self-management plan review"	"December 2017"
"94964"	"7B0F400"	9	0	0	0	"post-transplantation of kidney examination, live donor"	"February 2009"
"4668"	"G22..00"	2583	0	61	0	"hypertensive renal disease"	"February 2009"
"112053"	"L051300"	1	0	0	0	"incomplete legal abortion with renal failure"	"September 2017"
"25980"	"K08z.00"	752	0	25	0	"impaired renal function disorder nos"	"February 2009"
"110554"	"S761000"	2	0	0	0	"kidney injury with open wound into cavity, unspecified"	"February 2016"
"104050"	"7B0Fy00"	1	0	0	0	"os interventions associated with transplantation of kidney"	"May 2012"
"109808"	"8OAG.00"	15459	0	1302	1	"provision of written information about acute kidney injury"	"June 2015"
"115501"	"4N5..00"	0	0	0	1	"dialysis fluid sodium level"	"April 2021"
"90952"	"7B0F100"	7	0	0	0	"pre-transplantation of kidney work-up, recipient"	"February 2009"
"65089"	"7L1Cz00"	5	0	0	0	"placement other apparatus- compensate for renal failure nos"	"February 2009"
"32423"	"G222.00"	109	0	0	0	"hypertensive renal disease with renal failure"	"February 2009"
"16929"	"D215.00"	1631	0	48	0	"anaemia secondary to renal failure"	"February 2009"
"2996"	"7L1A200"	8959	0	87	4	"haemodialysis nec"	"February 2009"
"114724"	"Gy11000"	1	0	0	0	"stenosis of arterial side of dialysis arteriovenous shunt"	"March 2020"
"88494"	"9Ot3.00"	3398	0	0	0	"chronic kidney disease monitoring verbal invite"	"February 2009"
"97533"	"Gyu2100"	12	0	0	0	"[x]hypertension secondary to other renal disorders"	"August 2009"
"53940"	"Kyu2100"	25	0	0	0	"[x]other chronic renal failure"	"February 2009"
"8330"	"K0D..00"	787	0	5	0	"end-stage renal disease"	"February 2009"
"106620"	"SP08J00"	14	0	0	0	"chronic rejection of renal transplant"	"August 2013"
"112048"	"L050300"	1	0	0	0	"unspecified legal abortion with renal failure"	"September 2017"
"104079"	"K132.11"	796	0	183	0	"acquired renal cystic disease"	"May 2012"
"63466"	"G23..00"	77	0	0	0	"hypertensive heart and renal disease"	"February 2009"
"104905"	"SP08D00"	6	0	0	0	"acute-on-chronic rejection of renal transplant"	"September 2012"
"95146"	"1Z19.00"	899	0	1	0	"chronic kidney disease stage 2 with proteinuria"	"February 2009"
"36125"	"K03U.00"	41	0	3	0	"unspecif nephr synd, diff concentric glomerulonephritis"	"February 2009"
"15945"	"SK05.00"	126	0	13	0	"renal failure following crush syndrome"	"February 2009"
"12586"	"1Z11.00"	124385	0	120	4	"chronic kidney disease stage 2"	"February 2009"
"12479"	"1Z13.00"	75006	0	3188	0	"chronic kidney disease stage 4"	"February 2009"
"28684"	"G233.00"	58	0	3	0	"hypertensive heart and renal disease with renal failure"	"February 2009"
"104857"	"K043000"	1119	0	0	0	"acute renal failure due to ace inhibitor"	"August 2012"
"56852"	"PD11z00"	336	0	9	0	"polycystic kidney disease nos"	"February 2009"
"115502"	"4N4..00"	0	0	0	1	"dialysis fluid potassium level"	"April 2021"
"116649"	"Kyu1600"	1	0	0	0	"[x]other specified renal tubulo-interstitial diseases"	"October 2024"
"72964"	"9Ot2.00"	13335	0	30	0	"chronic kidney disease monitoring third letter"	"February 2009"
"109904"	"1Z1b.00"	229	0	2	0	"ckd with gfr category g4 & albuminuria category a2"	"July 2015"
"30739"	"9Ot0.00"	204596	0	477	0	"chronic kidney disease monitoring first letter"	"February 2009"
"12720"	"1Z1..00"	25343	0	1199	0	"chronic renal impairment"	"February 2009"
"72336"	"Z919100"	16	0	0	0	"priming haemodialysis lines"	"February 2009"
"107241"	"K043400"	6	0	0	0	"acute renal failure induced by non-steroid anti-inflamm drug"	"November 2013"
"116299"	"L041300"	1	0	0	0	"incomplete spontaneous abortion with renal failure"	"May 2023"
"110051"	"Gy4..00"	25	0	0	0	"infection of dialysis vascular access"	"September 2015"
"21989"	"K019.00"	103	0	2	0	"nephrotic syn,diffuse mesangiocapillary glomerulonephritis"	"February 2009"
"53852"	"K05..12"	332	0	1	0	"end stage renal failure"	"February 2009"
"10081"	"K05..11"	258	0	54	0	"chronic uraemia"	"February 2009"
"108986"	"451L.00"	119	0	20	2710529	"acute kidney injury warning stage"	"December 2014"
"95175"	"1Z1E.00"	17751	0	16	0	"chronic kidney disease stage 3a without proteinuria"	"February 2009"
"100205"	"K0E..00"	287	0	0	0	"acute-on-chronic renal failure"	"July 2010"
"72877"	"Pyu7000"	70	0	1	0	"[x]other cystic kidney diseases"	"February 2009"
"60484"	"K0A2500"	7	0	0	0	"recur+persist hmuria df mesangiocapilary glomerulonephritis"	"February 2009"
"50804"	"K08yz00"	68	0	0	0	"other impaired renal function disorder nos"	"February 2009"
"21297"	"K0A3.00"	135	0	3	0	"chronic nephritic syndrome"	"February 2009"
"112075"	"L061300"	1	0	0	0	"incomplete illegal abortion with renal failure"	"September 2017"
"40100"	"9hE1.00"	22891	0	0	0	"exc chronic kidney disease quality indicators: inform dissen"	"February 2009"
"60856"	"K0A2700"	4	0	0	0	"recur+persist haematuria difus crescentic glomerulonephritis"	"February 2009"
"5504"	"7B00z00"	2351	0	276	0	"transplantation of kidney nos"	"February 2009"
"62320"	"K0A1700"	13	0	0	0	"rapid progres nephritic syn df crescentic glomerulonephritis"	"February 2009"
"105143"	"PD11111"	253	0	0	0	"autosomal dominant polycystic kidney disease"	"November 2012"
"31581"	"K0A0.00"	345	0	6	0	"acute nephritic syndrome"	"February 2009"
"350"	"K06..00"	45111	0	4993	59	"renal failure unspecified"	"February 2009"
"47922"	"K01x000"	103	0	2	0	"nephrotic syndrome in amyloidosis"	"February 2009"
"55151"	"7B00000"	30	0	0	0	"autotransplant of kidney"	"February 2009"
"48057"	"K0B5.00"	25	0	0	0	"renal tubulo-interstitial disordrs in transplant rejectn"	"February 2009"
"106866"	"SP08W00"	6	0	0	0	"vascular complication of renal transplant"	"August 2013"
"94789"	"1Z17.00"	259	0	3	0	"chronic kidney disease stage 1 with proteinuria"	"February 2009"
"99692"	"ZV56000"	2	0	0	0	"[v]aftercare involving extracorporeal dialysis"	"June 2010"
"109135"	"Gy30.00"	6	0	0	0	"occlusion of dialysis arteriovenous graft"	"January 2015"
"116525"	"SP08a00"	1	0	0	0	"thrombosis of vein of transplanted kidney"	"March 2024"
"110484"	"1Z1P.00"	54	0	1	0	"ckd with gfr category g1 & albuminuria category a3"	"January 2016"
"114707"	"SP3y900"	2	0	0	0	"acute hypercalcaemia of dialysis"	"March 2020"
"97979"	"1Z19.11"	32	0	0	0	"ckd stage 2 with proteinuria"	"November 2009"
"12888"	"G703.00"	718	0	25	0	"acquired renal artery stenosis"	"February 2009"
"25394"	"D215000"	825	0	49	0	"anaemia secondary to chronic renal failure"	"February 2009"
"107901"	"7L1Cy00"	5	0	0	0	"placement other apparatus- compensate for renal failure os"	"April 2014"
"110133"	"1Z1d.00"	28	0	1	0	"ckd with gfr category g5 & albuminuria category a1"	"September 2015"
"64622"	"K0B1.00"	5	0	1	0	"renal tubulo-interstitial disorder/ neoplastic diseases"	"February 2009"
"115002"	"K0B3.00"	2	0	0	0	"renal tubulo-interstitial disorders in metabolic diseases"	"July 2020"
"115769"	"K00..13"	1	0	0	0	"agn - acute glomerulonephritis"	"September 2021"
"107746"	"Gy1..00"	6	0	0	0	"stenosis of dialysis vascular access"	"February 2014"
"96347"	"7A61900"	36	0	0	0	"ligation of arteriovenous dialysis fistula"	"April 2009"
"100558"	"K0A0000"	7	0	1	0	"acute nephritic syndrome, minor glomerular abnormality"	"August 2010"
"59315"	"SP07G00"	121	0	0	0	"stenosis of arteriovenous dialysis fistula"	"February 2009"
"101736"	"4N0..00"	0	0	0	6	"dialysis fluid urea level"	"February 2011"
"56893"	"K0A3300"	14	0	0	0	"chron neph syn difus mesangial prolifrtiv glomerulonephritis"	"February 2009"
"53945"	"Kyu2000"	24	0	0	0	"[x]other acute renal failure"	"February 2009"
"30735"	"6AA..00"	136054	0	16	0	"chronic kidney disease annual review"	"February 2009"
"60128"	"K03V.00"	11	0	3	0	"unspecified nephritic syndrome, dense deposit disease"	"February 2009"
"63277"	"L393.00"	35	0	1	0	"acute renal failure following labour and delivery"	"February 2009"
"110108"	"1Z1R.00"	915	0	0	0	"ckd with gfr category g2 & albuminuria category a2"	"September 2015"
"2471"	"K01x100"	410	0	8	0	"nephrotic syndrome in diabetes mellitus"	"February 2009"
"109657"	"1Z1Y.00"	742	0	1	0	"ckd with gfr category g3b & albuminuria category a2"	"May 2015"
"95176"	"1Z1E.11"	300	0	0	0	"ckd stage 3a without proteinuria"	"February 2009"
"20196"	"14V2.00"	2538	0	78	0	"h/o: renal dialysis"	"February 2009"
"110095"	"G72D000"	5	0	0	0	"aneurysm of superficialised artery of dialysis av fistula"	"September 2015"
"114527"	"G72E.00"	1	0	0	0	"aneurysm of dialysis vascular access"	"December 2019"
"114272"	"SP0H000"	3	0	0	0	"dialysis disequilibrium"	"November 2019"
"2266"	"K04..00"	43861	0	1387	4	"acute renal failure"	"February 2009"
"8919"	"K08..00"	5873	0	320	1	"impaired renal function disorder"	"February 2009"
"110467"	"1Z1f.00"	76	0	1	0	"ckd with gfr category g5 & albuminuria category a3"	"January 2016"
"114138"	"K043200"	2	0	0	0	"acute renal failure induced by cisplatin"	"August 2019"
"15097"	"K02z.00"	261	0	7	0	"chronic glomerulonephritis nos"	"February 2009"
"39649"	"G220.00"	158	0	11	0	"malignant hypertensive renal disease"	"February 2009"
"95571"	"1Z1D.11"	64	0	0	0	"ckd stage 3a with proteinuria"	"February 2009"
"98888"	"4I29.00"	0	0	0	18	"peritoneal dialysis sample"	"April 2010"
"20027"	"K00y000"	55	0	5	0	"acute glomerulonephritis in diseases ec"	"February 2009"
"63000"	"G231.00"	7	0	0	0	"benign hypertensive heart and renal disease"	"February 2009"
"63760"	"SK05.11"	4	0	0	0	"renal failure after crushing"	"February 2009"
"106720"	"Gy21.00"	34	0	0	0	"thrombosis of dialysis arteriovenous fistula"	"August 2013"
"66714"	"TB11.11"	7	0	0	0	"renal dialysis with complication, without blame"	"February 2009"
"104719"	"Z1A1.00"	7	0	0	0	"peritoneal dialysis training"	"August 2012"
"111752"	"Kyu0B00"	1	0	0	0	"[x]unspecified nephritic syndrome, dense deposit disease"	"April 2017"
"95121"	"1Z1A.00"	3833	0	4	0	"chronic kidney disease stage 2 without proteinuria"	"February 2009"
"6774"	"14D..11"	3590	0	373	0	"h/o: kidney disease"	"February 2009"
"9959"	"14D..12"	4115	0	544	0	"h/o: renal disease"	"February 2009"
"17253"	"8L50.00"	934	0	19	0	"renal transplant planned"	"February 2009"
"105151"	"K055.00"	754	0	5	0	"chronic kidney disease stage 5"	"November 2012"
"74905"	"Z1A2.00"	4	0	0	0	"haemodialysis training"	"February 2009"
"50200"	"K0A1600"	14	0	0	0	"rapid progressive nephritic syndrome, dense deposit disease"	"February 2009"
"89924"	"7B00300"	11	0	0	0	"allotransplantation of kidney from cadaver, heart-beating"	"February 2009"
"105811"	"SP08R00"	67	0	0	0	"renal transplant rejection"	"February 2013"
"512"	"K05..00"	79886	0	4889	14	"chronic renal failure"	"February 2009"
"108437"	"SP08V00"	8	0	0	0	"very mild acute rejection of renal transplant"	"August 2014"
"69760"	"ZVu3G00"	62	0	0	0	"[x]other dialysis"	"February 2009"
"12585"	"1Z14.00"	16035	0	252	0	"chronic kidney disease stage 5"	"February 2009"
"95179"	"1Z16.00"	13574	0	65	0	"chronic kidney disease stage 3b"	"February 2009"
"105392"	"K051.00"	120	0	0	0	"chronic kidney disease stage 1"	"December 2012"
"114305"	"U641.00"	1	0	0	0	"[x]kidny dialysis caus abn reac pt/lat comp no misad at time"	"November 2019"
"104619"	"K053.00"	33946	0	46	0	"chronic kidney disease stage 3"	"July 2012"
"54990"	"TB00100"	99	0	2	0	"kidney transplant with complication, without blame"	"February 2009"
"29013"	"1Z10.00"	29889	0	124	0	"chronic kidney disease stage 1"	"February 2009"
"12566"	"1Z12.00"	674671	0	2817	0	"chronic kidney disease stage 3"	"February 2009"
"67232"	"G230.00"	16	0	0	0	"malignant hypertensive heart and renal disease"	"February 2009"
"116766"	"SP08Z00"	1	0	0	0	"thrombosis of artery of transplanted kidney"	"September 2025"
"104963"	"K054.00"	2769	0	20	0	"chronic kidney disease stage 4"	"September 2012"
"112094"	"L083.00"	1	0	0	0	"failed attempted abortion with renal failure"	"September 2017"
"107771"	"K06..12"	40	0	0	0	"kidney failure unspecified"	"March 2014"
"114856"	"K0A9.00"	1	0	0	0	"cytomegalovirus-induced glomerulonephritis"	"April 2020"
"108766"	"661M200"	356	0	0	0	"chronic kidney disease self-management plan agreed"	"October 2014"
"47080"	"L162.00"	34	0	2	0	"unspecified renal disease in pregnancy"	"February 2009"
"115950"	"Gy61.00"	4	0	0	0	"rupture of dialysis arteriovenous fistula"	"January 2022"
"46145"	"ZV56011"	18	0	2	0	"[v]aftercare involving renal dialysis nos"	"February 2009"
"112084"	"L062300"	1	0	0	0	"complete illegal abortion with renal failure"	"September 2017"
"30301"	"K03X.00"	48	0	1	0	"unsp nephrit synd, diff mesang prolif glomerulonephritis"	"February 2009"
"71709"	"Kyu0900"	2	0	0	0	"[x]unsp nephrit synd, diff mesang prolif glomerulonephritis"	"February 2009"
"66213"	"Q20yz12"	12	0	0	0	"kidney injury due to birth trauma"	"February 2009"
"18770"	"Q20yz13"	11	0	2	0	"renal injury due to birth trauma"	"February 2009"
"54844"	"U612200"	3	0	0	0	"[x]failure sterile precautions dur kidney dialys/other perf"	"February 2009"
"48022"	"7L1Ay00"	7	0	1	1	"other specified compensation for renal failure"	"February 2009"
"12860"	"9hE0.00"	56384	0	1	0	"except chronic kidney disease qual indic: patient unsuitable"	"February 2009"
"63502"	"Z91A.00"	9	0	1	0	"peritoneal dialysis bag procedure"	"February 2009"
"112106"	"L093100"	1	0	0	0	"acute renal failure following abortive pregnancy"	"September 2017"
